Trail Name,Timestamp
R_r2deg45h0,1730273288.8940277
R_r2deg45h0,1730273288.4273624
R_r2deg45h0,1730273289.327365
R_r2deg45h0,1730273289.2940252
R_r2deg45h0,1730273289.260747
R_r2deg45h0,1730273289.1606922
R_r2deg45h0,1730273290.160694
R_r2deg45h0,1730273290.827415
R_r2deg45h0,1730273271.2940104
R_r2deg45h0,1730273271.4940372
R_r2deg45h0,1730273271.593989
R_r2deg45h0,1730273271.660691
R_r2deg45h0,1730273271.3941195
R_r2deg45h0,1730273271.8273563
R_r2deg45h0,1730273271.1274078
R_r2deg45h0,1730273271.1940274
R_r2deg45h0,1730273271.7940269
R_r2deg45h0,1730273271.8940244
R_r2deg45h0,1730273291.6606913
R_r2deg45h0,1730273293.1606915
R_r2deg45h0,1730273293.2606938
R_r2deg45h0,1730273293.2940462
R_r2deg45h0,1730273293.0606928
R_r2deg45h0,1730273298.8939931
R_r2deg45h0,1730273298.9607074
R_r2deg45h0,1730273298.5940275
R_r2deg45h0,1730273298.7273598
R_r2deg45h0,1730273298.9273567
R_r2deg45h0,1730273299.0606923
R_r2deg45h0,1730273299.2606916
R_r2deg45h0,1730273259.6273954
R_r2deg45h0,1730273259.2273865
R_r2deg45h0,1730273259.494
R_r2deg45h0,1730273259.6940978
R_r2deg45h0,1730273251.760705
R_r2deg45h0,1730273251.6273873
R_r2deg45h0,1730273251.6940255
R_r2deg45h0,1730273251.893993
R_r2deg45h0,1730273251.9606936
R_r2deg45h0,1730273251.3940282
R_r2deg45h0,1730273251.4940205
R_r2deg45h0,1730273251.8273025
R_r2deg45h0,1730273251.260691
R_r2deg45h0,1730273260.6273274
R_r2deg45h0,1730273260.6941855
R_r2deg45h0,1730273260.560691
R_r2deg45h0,1730273260.727422
R_r2deg45h0,1730273260.9606917
R_r2deg45h0,1730273261.0606947
R_r2deg45h0,1730273261.3940284
R_r2deg45h0,1730273261.460693
R_r2deg45h0,1730273261.9274347
R_r2deg45h0,1730273261.1606908
R_r2deg45h0,1730273261.89403
R_r2deg45h0,1730273261.9606924
R_r2deg45h0,1730273261.594071
R_r2deg45h0,1730273261.1274023
R_r2deg45h0,1730273261.1940298
R_r2deg45h0,1730273262.427359
